name,lon,lat,region,rtgm_2023_beta_0p5_vs30_760_T_0p2_rt_10_PoE_25,rp_2023_beta_0p5_vs30_760_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_0p2_rt_15_PoE_25,rp_2023_beta_0p5_vs30_760_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_0p2_rt_10_PoE_25,rp_2023_beta_0p7_vs30_760_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_0p2_rt_15_PoE_25,rp_2023_beta_0p7_vs30_760_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_0p2_rt_10_PoE_25,rp_2023_beta_0p9_vs30_760_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_0p2_rt_15_PoE_25,rp_2023_beta_0p9_vs30_760_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_1p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_760_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_1p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_760_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_1p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_760_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_1p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_760_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_1p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_760_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_1p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_760_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_2p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_760_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_2p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_760_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_2p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_760_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_2p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_760_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_2p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_760_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_2p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_760_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_5p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_760_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_5p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_760_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_5p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_760_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_5p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_760_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_5p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_760_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_5p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_760_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_0p2_rt_10_PoE_25,rp_2023_beta_0p5_vs30_265_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_0p2_rt_15_PoE_25,rp_2023_beta_0p5_vs30_265_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_0p2_rt_10_PoE_25,rp_2023_beta_0p7_vs30_265_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_0p2_rt_15_PoE_25,rp_2023_beta_0p7_vs30_265_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_0p2_rt_10_PoE_25,rp_2023_beta_0p9_vs30_265_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_0p2_rt_15_PoE_25,rp_2023_beta_0p9_vs30_265_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_1p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_265_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_1p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_265_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_1p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_265_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_1p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_265_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_1p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_265_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_1p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_265_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_2p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_265_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_2p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_265_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_2p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_265_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_2p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_265_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_2p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_265_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_2p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_265_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_5p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_265_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_5p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_265_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_5p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_265_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_5p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_265_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_5p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_265_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_5p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_265_T_5p0_rt_15_PoE_25
Santa Cruz CA,-122.05,36.95,nor cal,1.11403855126828,385.445221206516,0.911012534059364,240.8296016672,1.21388510951315,474.990000416186,0.978453180925066,281.55161518085,1.40155931467288,671.497889035187,1.11174945689853,383.406736689404,0.343138021102946,368.485778322582,0.274550659890365,241.710363074218,0.366323274043994,424.936867179311,0.289560226810285,265.075874545381,0.414168073378411,563.449935733286,0.322996638503348,325.569760439517,0.157474499741644,364.957268810419,0.124484808767729,239.359023828377,0.165984368096715,406.909130738159,0.129611841216949,255.576128745331,0.185082492494471,513.573907272885,0.142491500838594,301.329198592509,0.0580142998720071,363.728182660018,0.0446152896440547,239.003770806864,0.0597500887595224,382.256760908967,0.0454675434921055,246.708442312334,0.0643742918230047,436.355370007064,0.0485189905278587,276.388438015766,1.43351225247245,433.424025561327,1.21609616277609,268.024239560531,1.63400909418675,675.161855057848,1.36104816603175,369.267402560268,1.97349730710907,1328.08198208334,1.61143338993042,642.293017491763,0.864734276362942,378.450368636722,0.70008161969841,238.99409059303,0.933583292046668,452.714622015563,0.746156027980204,271.798405551864,1.06841120151107,609.738573984329,0.84157368642254,354.755772533813,0.444393664140124,366.965027548789,0.352052604445413,235.250257485824,0.469741741438616,407.39811745205,0.367628068534544,255.441048053325,0.524797830824136,511.22919002998,0.405125693724804,311.446592964176,0.151342989868332,361.251386411334,0.115962843133061,236.521176937293,0.155871839397201,381.377237877809,0.118243327479787,243.06708212694,0.16888061558639,441.651212224559,0.12645062927906,268.160910040275
Santa Rosa CA,-122.7,38.45,nor cal,1.74593703613843,367.318259411135,1.39600141406568,230.207718772486,1.84236591307099,409.354186222937,1.44694686565187,246.412319175558,2.04300740728501,511.415717887109,1.57390633035439,291.93380282981,0.58556425991891,360.224284636712,0.455225082253902,231.52788055468,0.605725287333096,385.715507774891,0.464141522347743,238.635939066408,0.658833781936049,447.043065701459,0.497190973657992,266.939376266427,0.277833185255635,360.056121697576,0.214686248649905,230.506779120912,0.285853153506217,377.337674149339,0.217517554997134,235.256051805188,0.308684863327075,431.21325920406,0.231267386567424,259.749095402547,0.0997015426437497,356.311315879411,0.076151885319299,232.66409838648,0.101511221402633,368.174482527093,0.0762761168976439,233.18780466371,0.108218009756168,415.689469574124,0.0798380512128892,248.715371824111,1.82684625052673,409.878163708619,1.53143995784202,247.55856550143,2.03181179529586,560.2596072286,1.66812034473664,315.254748398172,2.37952015892044,952.034217490156,1.91038077883697,465.558149404879,1.2400257961148,360.594447948443,0.980245031844256,232.98124321507,1.29935824327368,398.423545792733,1.01187362625339,245.706648677913,1.4346720271375,489.50975476031,1.09954938787834,284.734328064037,0.639316073947416,358.670444476561,0.495478672965685,230.105434951882,0.659048357078133,377.60824416074,0.503130984478205,235.820789633145,0.713670325827254,435.409861744191,0.53638944535211,262.356454460964,0.202427546437045,352.445325212256,0.155349907857029,230.115108731288,0.206382268368209,364.729406348427,0.155586572408737,230.68813813022,0.220003880808761,410.411928346905,0.162814308600202,248.892854293712
San Bernardino CA,-117.3,34.1,so cal,1.78659490661546,366.856805470986,1.42861097960267,230.909200550824,1.88865281281724,409.931513948701,1.48547858019833,248.841384680766,2.10295233704273,517.549390603239,1.62507301220715,298.989204568674,0.585075278312204,358.257939224555,0.452226922748205,231.461512718808,0.60260579985064,379.516509395362,0.459670357140472,237.196648579044,0.653678245137657,436.837510479775,0.491979211718758,263.783680631624,0.267537697345185,357.801387964115,0.204311024123664,231.335754245618,0.273069414565746,370.913875226354,0.205803448326176,233.729433303535,0.292992786014173,415.336035918461,0.218021685289548,254.280971280098,0.0966134550178595,354.864007284267,0.0718798308700218,236.54063942399,0.0969660815327248,356.892661463355,0.0712713588241503,233.632350203143,0.101853632146987,386.234775737202,0.0740256180559008,246.3092803069,1.85103479745361,416.822243118355,1.55676394980541,252.272808407859,2.07315747274659,585.854427072104,1.70919447581231,331.645183171684,2.44993337038974,1043.66600359729,1.97706939354611,505.63379837852,1.36807750472326,363.734575144369,1.0771049127714,231.293832084958,1.42967764098813,393.636564728094,1.11046740357481,243.660816186585,1.57760110423837,475.869394368348,1.20829223704923,283.867993123722,0.746317359891088,352.876441762616,0.571933069246198,232.156828883184,0.763605041834958,367.073160570857,0.577666146356709,235.944662089943,0.822266855965048,419.642311767795,0.614131250131288,261.001195058537,0.254848762086355,356.690018693825,0.189573136478169,233.044228350701,0.255707543590746,358.367100988465,0.187887970476162,230.439389684378,0.268999995301081,385.354208950391,0.195240858540338,242.023069450989
San Diego CA,-117.15,32.7,so cal,0.775626196517639,372.035956370068,0.561967290567531,247.022602157872,0.78299384818207,376.334941859566,0.572518441149241,252.06897676066,0.842961664858286,409.998206487066,0.620723851657725,276.46824454215,0.239835533178214,376.088305963944,0.180818733289545,256.36899659549,0.250940266491517,404.207719988425,0.190418198586791,272.85725122114,0.280281323765513,479.458484934104,0.213169466080679,316.29541643879,0.10563879478231,376.462361248117,0.0816985085751734,253.880880691638,0.111867935963809,417.098588815861,0.0864567578446305,274.558746735562,0.125744728566997,511.16290535953,0.0967094429334869,325.0177557582,0.0347341530763849,394.349827752281,0.0266973291561413,239.828852665297,0.0366002101009798,432.025918870066,0.0284056727035194,268.766739897042,0.0405029809150403,522.865774657839,0.0317845220246362,336.688217514868,0.969406234722366,364.544521012652,0.773750173636046,244.047515570959,1.03757641768267,418.877668218184,0.823153926784953,270.585404837878,1.18766764735592,564.704428137091,0.934457061786738,339.482561919678,0.60916271607273,386.162414024478,0.471408741085294,247.844197908568,0.647036390324221,420.158183570463,0.501977022126837,273.575061616756,0.734158331647859,510.156484907643,0.568253059655437,338.910048375694,0.299277625176128,379.778818583918,0.232264807763959,246.320987400554,0.317840943950632,417.082900304829,0.246518994957483,274.011908389521,0.35910046631729,513.647465220479,0.276942020497079,339.289226630479,0.0898251161691351,371.247501744098,0.0711387821107896,247.118991611399,0.0956208373646032,419.010160381606,0.0747129007513415,270.777049863438,0.107201784607098,533.643719884854,0.0828046995560358,320.6238637293
San Francisco CA,-122.4,37.75,nor cal,1.21108633396497,378.394567484805,0.986468364990105,235.205726643997,1.3037108272939,447.111537577941,1.04236998155774,265.913509034765,1.4759816501017,609.822590163352,1.15622650837048,341.415221978241,0.383655701601095,367.404918548168,0.305337364721126,233.928923870321,0.405359427343254,416.198593157214,0.317850199824396,251.424955292696,0.451286631334418,514.797156485131,0.348088169783169,299.299297866333,0.178287855848673,366.556148472882,0.140041706947593,233.178217850276,0.186508462088551,398.579731959446,0.144488967055227,245.771470624612,0.205224838544356,475.611374557989,0.156609084625365,283.652638670101,0.0665722051995045,359.772591298114,0.050580625971068,238.06515365766,0.0680443943968236,373.712349921637,0.0510154428250492,240.753128821882,0.0729974904061582,424.700035054228,0.0539994573303177,260.037018248473,1.48748536614712,417.918613666026,1.25477325271862,254.563470689517,1.66773376434229,613.550175024774,1.37674071908485,330.092261711074,1.96785962105224,1096.94556011553,1.58750708363655,517.163272002083,0.954459414408288,372.239422196622,0.768350213423016,234.338154469495,1.0189252849496,426.251111942661,0.807661956038477,259.586621431503,1.14751668293566,558.523158848544,0.89413104213369,325.109631292514,0.501708205375857,359.806501592422,0.394796118786241,236.102393163245,0.52541094362466,393.933336590103,0.407852686344886,251.327727905826,0.579615481563876,484.639371171454,0.443068921076813,287.547784577984,0.174310820116268,360.499544767606,0.132136901523005,233.605697967934,0.17773729778459,371.174828380324,0.133355509282099,236.690203079966,0.190472628440404,413.698298823077,0.140971736204717,256.912517206083
San Jose CA,-121.9,37.35,nor cal,1.40186896242399,385.529487765514,1.15793800092328,246.159987172646,1.5359983000093,492.487956548619,1.24593466414949,290.023086773079,1.775963981451,757.339393322175,1.41253381073333,393.108753789459,0.497313406959281,367.736426590727,0.401237577072731,238.583703734279,0.531557738811119,428.43954275966,0.421966052379354,262.749104812501,0.599260729081835,579.526090303288,0.467465085296739,321.885641068613,0.244207235692759,364.944455576235,0.195124543471435,234.072024737831,0.258329110471886,414.687208174336,0.202964604566488,251.280114408184,0.287630080814566,525.783946432553,0.222108497550263,298.804207321853,0.0992743845348812,363.983933389348,0.0767121287271402,236.604355156624,0.102615577039577,387.956847313805,0.0783045041620726,243.907314143618,0.111611543020728,457.241072997692,0.083892092772491,271.362908240872,1.69043508194323,461.423583877373,1.44302431152362,270.333761045675,1.93732539538601,748.246782830378,1.61974547701019,396.055738269978,2.34361500977963,1613.01129943535,1.91644920359334,719.290005872803,1.07767524771191,374.181699333672,0.879329190280658,239.606945270759,1.16475311324686,452.01908464513,0.934654588629948,274.334284105012,1.32988570141493,646.845513434026,1.04824872187175,351.032165817665,0.567448324229043,366.351004563928,0.455009572843942,232.717541946987,0.601805169784542,420.836763904954,0.474522390451057,251.784326921485,0.672133960579119,534.58094431192,0.520593752549352,303.233155216639,0.190636238432456,358.567805550417,0.149234053672236,231.768478768587,0.198114436820154,385.340473895888,0.152469530132801,240.918698536698,0.215840933813577,457.06258521167,0.163289551034488,274.224800065883
San Luis Obispo CA,-120.65,35.3,so cal,0.573206002357934,385.930623757761,0.458302354338602,248.109935971869,0.621693099686871,449.058398401821,0.493773276616425,291.067372665157,0.716238128697815,603.383985749359,0.562959107488918,373.77041742222,0.1965316113724,385.140327415874,0.156774382976939,246.637714970116,0.212505064391562,444.638648054651,0.168395808828485,286.156083000655,0.244267762877054,591.649046293372,0.191610481023445,368.466764943143,0.0938239878890638,376.579419618313,0.074473442614447,246.519308183982,0.10045027106819,428.764268955696,0.0788007144973827,277.249601053371,0.113941244218748,558.432186340935,0.0886810637228648,340.49580785171,0.0357768135210974,381.210663344616,0.027359498736234,238.32262055749,0.037182448903462,406.876580464015,0.0285221141490578,256.028809246289,0.0406395254554514,477.594244912011,0.031349079482834,304.766736291331,0.863516533554031,406.023820321218,0.718987280905365,257.061144574641,0.967067094032085,543.365094652968,0.794253811898395,334.126949271555,1.15001044882215,909.18247642105,0.928829834812225,487.938710839291,0.519721176230387,383.593905867906,0.419477695817071,252.862787556605,0.567038794543016,466.984348290446,0.453924668855882,291.795076645094,0.657919853818404,643.258193791363,0.520722233163083,385.193614468511,0.266891025051889,384.867310075089,0.212248571594072,242.770119724563,0.286579059535617,438.782688214482,0.225983664860498,272.581857386933,0.326327834298264,560.247454801027,0.254508264577091,346.706455066524,0.0924990328522147,366.263074094339,0.0720375579490156,243.053585673599,0.0968681893757632,399.082282723835,0.0745078229186436,257.232857470638,0.1067722632464,484.780473973841,0.0811976157643472,293.353312992402
San Mateo CA,-122.3,37.55,nor cal,1.35035048785381,361.142266063225,1.07197935663536,233.70841196495,1.42247373644244,400.769500722303,1.11288327120816,251.531883095876,1.57981172726523,502.961594625958,1.21635086411347,297.625212318149,0.445730237017875,360.020957645915,0.343741466335711,233.655458849066,0.46066150687639,380.100201571886,0.35151863219992,242.241985198288,0.502008565640258,441.741349200404,0.378569674738961,274.641365047875,0.207621042039153,358.68114395679,0.157806411750532,235.245073335967,0.212634990778888,372.324287446897,0.160205964557592,240.757907141801,0.2293212770076,421.577280156529,0.170998545436868,267.194794704751,0.0772336166638126,362.283565866264,0.0567764522700559,239.507220673288,0.0774096161664955,363.333915833688,0.0565906667089815,238.5684400436,0.0817250470796816,390.062793765141,0.0591577016767323,251.871991186756,1.53512589201203,400.137956244409,1.28275687999911,247.520765404166,1.70440109149965,552.237437123775,1.39707510854493,307.682294154526,1.99808727719282,900.966942991364,1.60452612780338,456.63921296099,1.07647150185962,360.54011028469,0.8453256071784,235.385457077301,1.12741379029859,393.347450907226,0.875113826769134,251.201334013032,1.24734142799209,482.856571871445,0.95553405924521,293.198698422681,0.581327753830683,361.20785470087,0.443175295302166,236.268534104088,0.596640889169005,378.609150873482,0.450808073375326,241.875066750259,0.64540847017519,430.146288113462,0.482460186679564,266.580165370854,0.203196140337275,358.337756110736,0.148589366924135,238.367871254614,0.203433308074456,358.916611431604,0.147954437792375,237.016593125135,0.214099617168519,385.939851280766,0.154409760701149,251.119668863842
San Onofre CA,-117.55,33.4,so cal,0.601750102725172,389.872177247765,0.489105019512668,252.295335586067,0.659895458087305,478.085712584163,0.530389727537172,303.532954799629,0.76718936022591,696.572482862122,0.608298639087494,398.931963118885,0.204727362401851,393.159574060408,0.167345167904726,252.259510399676,0.225529201142145,489.695706420649,0.182212119602258,309.996665369533,0.263467636274875,730.868739424238,0.20985955854615,415.045099029817,0.0961999211145537,390.547898129089,0.0782568646342568,252.385128733703,0.105227125621096,482.301350939536,0.0850083627439879,300.647510777025,0.122235803123997,710.400285812711,0.0970453485550861,398.342902589039,0.0347973954636137,405.889501210384,0.0275482358957572,243.811244122361,0.0371455784930863,464.863531518827,0.0296811995444509,286.653726666096,0.0420395601299546,616.764143624988,0.03339586197161,374.319368848486,0.912709085181514,415.166799819971,0.766324845406303,264.78278048665,1.03002727499709,591.048889747588,0.851203746148022,344.985293272076,1.23323898884541,1045.82083585879,1.00095120441942,541.507710881213,0.544354877892013,399.251266526699,0.448780339534181,253.030674028054,0.604200663460066,531.218876813576,0.491769434786548,310.646008732184,0.711777378837861,778.97026489952,0.570583784698543,452.485130525871,0.273691064029493,402.561982842704,0.224028145410478,247.312832452742,0.300872409040146,491.795020369839,0.243016354354294,298.652513667081,0.350273297751966,707.643271674912,0.278526076866979,417.157112427078,0.0895418318813477,377.754792629221,0.0726810074081126,249.176604346969,0.0969320435943309,452.437092033364,0.0770746426350765,278.636223310973,0.110392738904602,626.620755299134,0.0865965029900453,351.548074938893
Vallejo CA,-122.25,38.1,nor cal,1.09557768814009,380.117267789741,0.889613961207202,238.764639564344,1.1826349720475,459.09878851142,0.945102880026384,270.63062224133,1.34586261221843,613.842315478806,1.05619976345771,347.782331093803,0.390541481009491,375.970458611131,0.312575505220688,236.846763897361,0.416565786084394,431.961878640905,0.328674132777933,260.558774885034,0.468651692436964,548.735484896382,0.363927996842852,321.107155949579,0.191295898652445,371.725919214353,0.152340971585964,235.226018459836,0.202850877911148,415.895087205686,0.159251575571066,256.430779640501,0.226516147969662,523.418472974686,0.174876450541697,311.690288712965,0.0719080499059661,371.560524667689,0.056287764837905,235.591920935353,0.074848428707438,400.81282958189,0.057854214137656,246.605813727303,0.0819147427967512,471.065152934079,0.0621174107996834,279.258975109484,1.39507189840288,418.747163675974,1.17664126352136,260.035900955491,1.56870402177152,611.551413137121,1.29646387016716,337.707606259106,1.85962661565901,1114.17476067326,1.50343935610683,530.405461612094,0.856451932463954,378.372897225399,0.693304732924192,238.383701006776,0.922647694202569,453.26915922749,0.735867326731274,268.918914696419,1.04958233387894,601.657699822879,0.823237608427993,344.407039319418,0.431237075360233,372.144181732452,0.344095420791495,235.291702099052,0.4581616274489,418.619887970173,0.360318128013011,257.689807729286,0.512901359952682,531.774747152259,0.396811982099787,316.179378738513,0.139510335582938,360.601193060402,0.109513281794096,237.504448521408,0.145674355342825,392.792203455284,0.112519135969154,247.979747702178,0.159615288957818,476.596979673285,0.121223099517304,279.80407591401
Ventura CA,-119.3,34.3,so cal,1.58916282933561,350.849035366145,1.20312851869845,231.836516845297,1.60613352933985,357.298074060255,1.19798578931226,230.560397644813,1.7022266457417,396.115312566787,1.25140106585956,244.164578033119,0.559231477337148,358.186220063846,0.415720683901614,237.485828176465,0.563790453461002,362.892884891995,0.415020158863098,237.00991793392,0.597000568546712,399.097327043131,0.43527140651236,251.160381551873,0.24178215358267,359.122909298335,0.180276840444202,239.180756216493,0.244640229439923,365.949494652731,0.18057773054412,239.804404798399,0.259808121866168,404.410344295972,0.189798829181925,254.975860458487,0.0751773127731931,366.863540063714,0.0568791488356441,236.035941175069,0.0764872319487723,376.102254392471,0.0572030964722304,237.931944969268,0.0816761736860233,415.043026027709,0.0601070649561289,255.623226302318,1.56414074720423,367.804727634222,1.27615800286628,232.104572907732,1.67976310096225,442.475027238177,1.34444475014281,258.876213857795,1.90156311226374,613.001329855638,1.49200002360248,327.742839137862,1.25793980001209,356.703379602566,0.959198891263795,234.612588484681,1.28513354075844,370.570017921683,0.969031082926776,237.870104262107,1.3828396060187,422.763269626135,1.03104028492353,259.482562820873,0.638909764602034,361.012601392145,0.478940624221168,234.282105167961,0.647799408705872,368.165674094108,0.480621477188442,235.391442583559,0.689929101472554,404.041148372342,0.506468435133766,253.126715708358,0.184462831619453,360.527938257195,0.139374290118462,233.410045740469,0.187878248113308,370.835604658938,0.14008665766668,235.189905037732,0.200326799985801,410.963298770814,0.147298175126698,253.99011978128
Denver CO,-105,39.75,WUS,0.0958239820215475,373.011291261642,0.0711536280965095,243.267637611753,0.0977511045647956,385.676383801493,0.0719147736136241,246.497062836029,0.104404183463781,428.514480129234,0.0756180494920355,262.831784129894,0.0319452378094674,377.533040943645,0.0244306235718195,252.983473969887,0.0327709388938409,394.510805487998,0.0246234576781052,255.595781961677,0.0348771018501638,441.355360893985,0.0254017437412492,266.416179167889,0.0149626377286881,373.152941191167,0.0109325842338668,240.836507886062,0.0148190643912597,367.377141386932,0.0100241895481172,213.51686483769,0.0147530844083055,364.752904677593,0.00902024973870628,184.194927914726,0.00597805447137661,515.388560339204,0.00351243913052213,257.243210851867,0.00511636854311194,414.311971398333,0.00270010414927141,190.527655246403,0.00432190042637057,338.778509426801,0.0019975248305647,136.751776810958,0.144983646409704,368.543700737231,0.109145939814513,239.158730804731,0.14832387839231,383.70109235631,0.110451011996356,242.95469599523,0.159006264362302,429.251579044185,0.116848511518649,262.452398666515,0.0694056154595507,366.846407837738,0.0522323059696942,241.2389895776,0.0711580364375997,382.5033680304,0.0528386772902167,246.000685003436,0.0761333123498033,430.692703378784,0.0559989399080777,266.454090207843,0.0313129618022253,371.853638391915,0.0234996834011293,252.404321344688,0.0315979657080055,377.061393539963,0.0233457703175552,249.861023686453,0.0330704611185502,405.152367318206,0.0236564338192263,255.021113568836,0.0102751066541624,449.798710825429,0.00734256259188287,290.378122366505,0.00981327279055651,426.004719106052,0.00663034993363903,259.488772188355,0.00949903867908673,408.188161306152,0.00598249898534664,228.306200954098
La Junta CO,-103.55,38,WUS,0.0622133961632499,378.387549457216,0.0453925472043017,250.35145269945,0.0632879849729846,388.482498575926,0.0458346336349792,253.309589527198,0.0674377946478581,430.060224843069,0.0479859866202965,267.020140420072,0.0247384650214375,399.265840939992,0.0183652912447692,251.063122935706,0.0251768218397342,408.851789735849,0.0184723307373657,253.119821060085,0.0262396536390971,433.060105763684,0.018836437228615,260.242864889157,0.0121561596794749,387.664888054831,0.00823504391302396,226.935778953585,0.01146306826825,358.983616606951,0.00700232493034558,187.169566103623,0.0106976318898656,329.767908050703,0.00570881647943837,142.475593318548,0.00467653925039263,482.389706286121,0.0024155686846219,213.64617247923,0.00376065947173109,363.705427341933,0.00169021082623613,144.066646683676,0.00294734570706993,273.515815445323,0.00111731583676815,NaN,0.0946326141946835,375.935021864699,0.0696684003897701,246.059329271426,0.0965890534032081,388.631981928595,0.0704809904398221,249.477536231662,0.10303982028483,432.115355766675,0.074186193563407,265.675594285739,0.0523054960939628,377.744709003387,0.0392190132006371,241.648691736497,0.0535997938561619,393.951056611923,0.0396970165524656,245.624168497961,0.0577335045928703,435.866597523357,0.0418482369218075,264.340716429877,0.0250835391765704,389.545931346492,0.0182036594282846,247.966989822447,0.0251973445392832,391.775860847694,0.0179723982409342,244.042031098093,0.0258842124524913,405.508151285627,0.0179497198752131,243.66049541482,0.00885013600131408,482.582026049844,0.00595037438538819,293.484437914285,0.00821484329978755,435.554526294205,0.00514526318021181,245.499328183457,0.00766780949148822,398.749468685726,0.00439708988570265,207.969113349613
