name,lon,lat,region,rtgm_2023_beta_0p5_vs30_760_T_0p2_rt_10_PoE_25,rp_2023_beta_0p5_vs30_760_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_0p2_rt_15_PoE_25,rp_2023_beta_0p5_vs30_760_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_0p2_rt_10_PoE_25,rp_2023_beta_0p7_vs30_760_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_0p2_rt_15_PoE_25,rp_2023_beta_0p7_vs30_760_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_0p2_rt_10_PoE_25,rp_2023_beta_0p9_vs30_760_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_0p2_rt_15_PoE_25,rp_2023_beta_0p9_vs30_760_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_1p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_760_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_1p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_760_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_1p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_760_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_1p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_760_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_1p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_760_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_1p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_760_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_2p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_760_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_2p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_760_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_2p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_760_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_2p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_760_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_2p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_760_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_2p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_760_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_5p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_760_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_760_T_5p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_760_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_5p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_760_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_760_T_5p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_760_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_5p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_760_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_760_T_5p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_760_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_0p2_rt_10_PoE_25,rp_2023_beta_0p5_vs30_265_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_0p2_rt_15_PoE_25,rp_2023_beta_0p5_vs30_265_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_0p2_rt_10_PoE_25,rp_2023_beta_0p7_vs30_265_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_0p2_rt_15_PoE_25,rp_2023_beta_0p7_vs30_265_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_0p2_rt_10_PoE_25,rp_2023_beta_0p9_vs30_265_T_0p2_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_0p2_rt_15_PoE_25,rp_2023_beta_0p9_vs30_265_T_0p2_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_1p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_265_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_1p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_265_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_1p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_265_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_1p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_265_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_1p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_265_T_1p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_1p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_265_T_1p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_2p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_265_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_2p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_265_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_2p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_265_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_2p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_265_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_2p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_265_T_2p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_2p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_265_T_2p0_rt_15_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_5p0_rt_10_PoE_25,rp_2023_beta_0p5_vs30_265_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p5_vs30_265_T_5p0_rt_15_PoE_25,rp_2023_beta_0p5_vs30_265_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_5p0_rt_10_PoE_25,rp_2023_beta_0p7_vs30_265_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p7_vs30_265_T_5p0_rt_15_PoE_25,rp_2023_beta_0p7_vs30_265_T_5p0_rt_15_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_5p0_rt_10_PoE_25,rp_2023_beta_0p9_vs30_265_T_5p0_rt_10_PoE_25,rtgm_2023_beta_0p9_vs30_265_T_5p0_rt_15_PoE_25,rp_2023_beta_0p9_vs30_265_T_5p0_rt_15_PoE_25
Jackson MS,-90.2,32.3,CEUS,0.0946902011118436,365.37619186961,0.0687060796843456,244.105989905798,0.0948174992373728,366.098859267187,0.0684008393993354,242.952167584051,0.0993926442278581,393.042876174946,0.071239064752265,253.894659637989,0.0398759408266244,367.905171128327,0.0281145728315459,241.302674996805,0.0395361207339167,364.242283425604,0.0277470764794725,237.811002601591,0.0405653470141391,375.449769281411,0.0280882605241658,241.050980311514,0.0223180179454872,386.399152435004,0.0145924402997071,244.993802923775,0.0216676694862046,372.694236405775,0.0136981629300598,228.662635932032,0.021356059883604,366.300954458304,0.0126806579116889,211.400964828686,0.00877266156956297,417.079132817783,0.0052197455622151,256.900384790001,0.00795094315575483,377.936785532987,0.00435171577487719,222.039671363446,0.00723196048251423,346.713594668726,0.00357154865768827,184.512315353712,0.139995856757451,361.719333617385,0.102836598427921,241.882158101793,0.140785490819111,364.825796116818,0.102687423267067,241.491713085921,0.148513270997971,396.671438369522,0.107506127056085,254.428419473926,0.0835664758802162,370.068702676701,0.0593707516563248,243.149171435988,0.082816972125189,366.339978550425,0.0585112722249521,239.411472560149,0.0857262460690669,381.027004455461,0.0600552887629138,246.167783879834,0.0418508559446663,371.059219250002,0.0283901968241715,244.911891614207,0.0407383766375047,360.575939799516,0.0276505007364764,238.617773810031,0.0412146083321931,365.02688441848,0.0275523669402439,237.794992323825,0.0140486399177926,381.876775360376,0.00959928881973688,269.896603291595,0.0135585165758441,367.609692347772,0.0087857519113674,246.651953032459,0.0133524104373599,361.770482614094,0.00808718512225316,228.296461342722
Billings MT,-108.5,45.8,WUS,0.108538385868871,376.262343930062,0.0839419238993072,239.99629152231,0.113590382184201,404.185117815092,0.0869553935258989,254.645146838572,0.125204999263988,476.492093846367,0.0948113470343977,297.176461287638,0.0388360138489575,388.174360495364,0.0307477393140334,248.946735882929,0.0409710360389848,426.824055214615,0.0325685241047045,278.832838124789,0.046358993646996,542.346863585288,0.0357481957190524,338.383090221629,0.0198864106497684,410.266820531511,0.0148132610206764,246.934125496429,0.0207421221453533,444.203501806392,0.0150337657728092,254.055868503062,0.0220149353030982,499.944251817288,0.0154701028377572,268.759494708053,0.00864990010001607,663.941609842062,0.00627905144140383,394.898035932963,0.00803710502484316,582.450194568623,0.00547607276960999,311.379932941926,0.00752338323873966,521.893999027776,0.00473922373260443,250.377258999606,0.165224330129732,376.715831878238,0.130048353882008,240.078027303605,0.175142354714904,417.045705473077,0.136325179866419,262.241679964121,0.195785066640641,515.365896899935,0.150551795984519,320.347676280346,0.0932369507375505,380.016318305948,0.074727241148992,246.491829374307,0.100273776325917,441.122653577349,0.0791558052718843,280.150397543429,0.113627548745685,585.394763087514,0.0884786070292445,343.568307949475,0.0463442588393197,380.985428230913,0.0367683999719488,250.200807988008,0.0490106887160612,428.311187852428,0.0382199075515451,266.667552169727,0.0539508533669065,530.103119908298,0.0412599884983246,304.752352647767,0.013726756293609,377.392861356657,0.0113519150964942,272.271346956429,0.0140004379233846,391.862816411912,0.0113024067120615,270.424479986643,0.0154729539472299,463.601362574807,0.0115401306574649,279.408424411976
Bozeman MT,-111.05,45.7,WUS,0.416596204831438,369.332344714026,0.328222490341551,241.697269865739,0.441126882945802,412.302680002777,0.343949310387512,265.905750564532,0.49295953970625,520.251995991666,0.379302901200665,312.428139507086,0.110577789453435,378.235549911784,0.087237278752743,243.870880827807,0.117450434829594,430.413101761738,0.0917158487792414,265.297206221816,0.131956071058628,531.626727716075,0.101723235233291,320.224545899957,0.0471631618694887,380.378437448149,0.0370682664853598,250.713515782173,0.0496608343267132,421.704494556837,0.0385156061995374,266.154495153848,0.0547528410784785,513.897684534743,0.0417597942830194,304.308358953931,0.0142612203299892,377.350052732749,0.011786898137083,268.912187035485,0.0150177297221332,410.87052118445,0.0118184270099293,270.075586777181,0.0166024037828271,482.321104019963,0.0121909268408797,284.207663355966,0.653702375639245,374.813129395483,0.531900045802751,242.891045372656,0.707138170634022,453.386976429336,0.566694161426806,274.935540645517,0.807818136242943,635.682951410579,0.636086966357222,352.02001756257,0.292984995667074,377.915292266336,0.232898256303612,240.874184292426,0.313104258416805,427.424464080953,0.246242739097906,269.261850912523,0.353374933343702,546.858075213505,0.274164033765116,336.805875796976,0.129217898762726,375.87369226305,0.101463666852943,239.705570898189,0.13677991249509,414.356877963509,0.106147064243694,260.433239050284,0.152264633360576,505.893361221519,0.116556090442597,313.147104497099,0.0360660174243073,379.804537145391,0.0273053024298993,238.297684703796,0.0372235378978346,399.584485201246,0.0281544691255588,250.633313754467,0.0401277311119591,453.866090947549,0.0304698239901025,287.609685145238
Lima MT,-112.6,44.65,WUS,0.410669350391247,369.307922090152,0.313879291797535,241.394332677279,0.42788391999707,394.828558412271,0.325035783443929,256.504186319547,0.470550124778933,465.944603981228,0.354513251299356,296.976397701581,0.110120076818598,383.732709300757,0.0854885101906987,249.676906244295,0.116742122233376,430.733495960612,0.09003991838096,270.313382812525,0.131169805453983,520.292376607757,0.100383156240724,323.776576581613,0.0475995396681543,387.623183764277,0.0370470629004349,256.362819530742,0.0502139219800141,429.432122816547,0.0386859022485452,273.363521645907,0.0557021607543707,518.757266005527,0.0423026961919728,314.979136305999,0.0151465193742533,393.174318906972,0.0121448999143673,268.487241414234,0.0159784480173887,425.881936658926,0.0122527956966981,272.443847014899,0.0176538230246497,500.239335544349,0.0127448655402591,291.240734778263,0.634476009639317,366.959397575196,0.506702440040191,241.144214629679,0.675893579583518,418.917540330327,0.533386875914913,265.613593347912,0.761741627656244,551.230439850385,0.592595323688984,320.969984922352,0.292165382849227,383.47424422477,0.228825725888707,244.454480299227,0.311875610786111,427.239358363366,0.242704805839008,273.098085549791,0.352143619455864,532.794337313402,0.271514001829174,342.420708798253,0.131066705979607,383.435249415727,0.101754916299174,244.383207008035,0.13902382328997,421.207156615414,0.107223121981332,268.705533243486,0.155505481121222,511.697001864798,0.118694920085385,327.884944554868,0.0374672553509484,380.388426984985,0.0286487249186035,245.326308581239,0.0387530947862837,401.500943480595,0.0297125327291196,261.333689772436,0.0426302548102658,472.522773420033,0.032264122734105,304.115459985427
Missoula MT,-114,46.9,WUS,0.21887055151486,376.799667040103,0.169058168182559,242.245536942801,0.22954484613602,414.212361622877,0.175840494255145,257.263533766728,0.253512447266282,483.01057835648,0.191991043824574,296.881289976582,0.0660354452493651,374.819180020485,0.0520080068791792,248.401891080045,0.0705076892156448,425.229198117847,0.0547635921105736,272.709688004105,0.0787030456863142,535.853451037209,0.0607861768377478,323.220692616131,0.0298385979363423,379.479210178468,0.0241234107378291,265.498192509857,0.0317366643309337,427.274429477477,0.0248971160468114,278.651977349895,0.0349961341972037,523.815296166274,0.0263614672786353,305.357634290217,0.0116308268400766,465.265077851767,0.00934133367109848,328.761893958999,0.0115568808949782,460.295356720916,0.00897348907417537,306.071598977672,0.0117634044083041,474.310007068396,0.0087460719687219,292.833925163449,0.378187911476061,372.012184085218,0.299679238545419,238.222188566052,0.40116074405318,414.898393113036,0.314146459311127,261.090438836811,0.448651144409982,519.872873118746,0.346127413353174,319.468490913361,0.179481030159484,386.645308204648,0.141774841410252,241.492049356244,0.191332148404897,430.719678048927,0.149744339717004,266.751255356092,0.215311385834016,533.882156883738,0.166239132789402,327.737987808892,0.0823387172691552,383.540384542286,0.0644372834577884,240.749879181936,0.0870602090433709,420.138402062626,0.0673593909105134,260.38927851504,0.096853158481582,507.561624303713,0.0740838766345684,311.88655456242,0.0251518405866217,379.726116613104,0.0197736840792223,258.701566995285,0.0257140133579227,393.483149974576,0.0201253819821084,266.571507548938,0.0275109217944257,440.887799929209,0.0212819723546145,294.180338749641
Charlotte NC,-80.85,35.25,CEUS,0.115700073879093,367.204880999429,0.0868485436132284,237.878268263134,0.118527832859044,380.501567913958,0.0880246500069259,242.731203584205,0.127123632973488,423.950526697586,0.0934314791301067,266.346604715872,0.0398851230146163,362.980164979814,0.029515719023941,237.402547022961,0.0400927753064253,365.614294175687,0.0292926670090427,235.008781100411,0.0420370366104042,391.224224143656,0.0301552718195481,244.402189416754,0.021949054490539,380.022391934238,0.0150750123478742,237.924259828702,0.0215610183441123,370.415564102958,0.0143487691669345,223.590237327874,0.0215323920336387,369.716541449539,0.0135744924574891,209.25801794428,0.00856926405467206,408.439794840397,0.00542589196818721,247.084698819193,0.00791204307934346,370.886629611077,0.00465586432935781,213.84256261103,0.00733478046617117,340.761339651026,0.00393411416425017,182.780045456539,0.168928221165554,365.788324899986,0.128704877042107,236.206975845521,0.173882970454132,382.455648628638,0.131036065950475,242.925243610555,0.187713720531217,433.110164559374,0.139399033397136,268.637869371858,0.0834413296499359,365.454657450337,0.0617735444840762,236.656762482223,0.0840419203985845,368.989916345718,0.0614670439043385,235.151801475561,0.0882831755377786,394.947970449471,0.0636045070182199,245.849814922174,0.0408820469957093,360.095177404496,0.0294102147844743,238.091440756915,0.0404472979134586,355.239911416746,0.0285721144246126,230.224311006707,0.0414457673292068,366.489732814064,0.0286858722591602,231.276698302012,0.0137709302954317,367.221600899892,0.00972068812661049,253.323765926894,0.013371969841068,354.033540090662,0.00900045914559871,233.055265499964,0.0132783600786178,351.008410295197,0.00841716885417832,217.458367666608
Fargo ND,-96.8,46.9,CEUS,0.0193800405937545,390.705854617457,0.0127670921553034,234.808578240401,0.0188917680225318,376.843071436789,0.0115624994371125,207.267045501685,0.0183696335406565,362.562668898598,0.0100413911728798,177.055487181657,0.00743608793210774,346.351907750959,0.00412056513715813,163.339246578276,0.00611163341232513,265.163890033479,0.00286883142322421,NaN,0.00477476601138599,197.588899974839,0.00180450968730441,NaN,0.00125654744117223,NaN,0.000299691684664477,NaN,0.000593797002437591,NaN,9.13924235590418e-05,NaN,0.000225410381854615,NaN,1.9567900352795e-05,NaN,7.90228837579938e-05,NaN,5.59514824216708e-06,NaN,2.29934889599353e-05,NaN,8.56939263607564e-07,NaN,5.25301511878191e-06,NaN,8.97749173104184e-08,NaN,0.0293024710294215,378.392208962925,0.0212216146499154,253.697580195313,0.0290902878236563,374.440832511129,0.0206330963015825,246.417403642455,0.0296456473246043,384.871450218952,0.02007881982682,238.813247889998,0.0168660067406591,378.980093198977,0.0119121777791179,238.539758434837,0.0166980090217623,374.376995787314,0.0110595191290285,219.141506749074,0.0167012800799759,374.46608608277,0.0101069927797097,196.205858078099,0.0061468797315852,311.216534787265,0.00300384471799245,NaN,0.00476829263855634,234.725997336162,0.00191389831268318,NaN,0.00345253199964565,162.81245369325,0.00107226223010942,NaN,0.000995761615182094,NaN,0.00024243802272884,NaN,0.00056102843489062,NaN,9.96942084929365e-05,NaN,0.000284813095774007,NaN,3.44480770445965e-05,NaN
Omaha NE,-96,41.25,CEUS,0.0365481007454888,372.380082241388,0.0270517906672654,240.698874791138,0.037097102287301,380.853300959773,0.0271129799163116,241.513933983719,0.0388482781107477,409.190585904016,0.0277316348231529,249.911226330516,0.0225587209607969,389.078120297496,0.0158155301622986,243.474649454338,0.0225182158469343,387.984095301537,0.0155251208329623,237.256532419167,0.0229474052246351,399.734414994527,0.0153467477556121,233.278893968494,0.0124735459817761,366.819102058556,0.00785938441731351,217.344409464476,0.0115564214376442,336.54430022179,0.00652055564876527,178.409430842669,0.0105505028616131,305.824507259977,0.00515871855741288,140.005471053036,0.0052168163328224,404.229670522047,0.00265064945548258,215.056514734304,0.00437541010026745,343.923916967492,0.00197075910311672,166.662161179199,0.00360316835977346,282.681208374546,0.00139729945523076,122.724035788321,0.0556692436104944,366.194434850247,0.0415894022968286,239.123027457988,0.056783251406148,377.657429396516,0.0419470307496147,242.315132343671,0.0603943774220924,417.340506496678,0.0440216977450335,261.691923102856,0.0461703269037072,367.880371196068,0.0338980043681028,245.410541106557,0.0463823530386204,370.347802095424,0.0337517348599116,243.88242373119,0.0485661277096419,396.744559186421,0.0348176336721612,255.239940506116,0.0248778894674354,382.567373833449,0.0171835894237109,247.602862376084,0.0244603687810443,375.638632128734,0.0165512283745905,238.613069899704,0.0245468806294631,377.063910512421,0.0160479173899049,231.691743324607,0.00950798379703105,419.639148554002,0.00595618622973312,265.258668157243,0.00875340453999326,382.554865220292,0.00508587300694485,228.59833612213,0.00811886985320465,353.919084619611,0.00429990966543705,199.865196522852
Manchester NH,-71.45,43,CEUS,0.146771154503338,375.838585278591,0.107371731224062,244.122943124464,0.149047357776485,385.325289858056,0.108123630585792,246.141478165809,0.15816327622353,419.565436859362,0.113359455704379,260.667927691036,0.0341807363796272,382.866989743244,0.0253649400014739,248.903992345174,0.0346775003623523,392.270951077524,0.025395045822455,249.270290515231,0.0364390445547485,422.18772478726,0.0260187534259238,256.981402052413,0.0147932217564921,373.475126740482,0.010423487624727,237.541373820375,0.0144952947426522,362.277988460546,0.00938010186407039,205.489495214049,0.0142146997969714,352.039404292805,0.00823105334284449,175.172178907549,0.00529000592135676,475.95619825351,0.00289271611650212,233.941801266706,0.00440979560666355,383.570913298874,0.00213547635650383,166.331564040005,0.00360446297188667,296.523253567534,0.00150217586202499,116.100654907561,0.205331433347321,366.872153866293,0.153954412930076,242.728805209539,0.209926927950491,380.680703993736,0.155722933670024,246.204775231134,0.224542201435416,428.14718844242,0.164278007686664,263.735305861304,0.0701403969974735,369.208572288526,0.0518578532426514,242.434734167994,0.0713378480290659,379.212451452328,0.0521375403041969,244.513626286046,0.0756459996573708,417.499160619311,0.0546171350925636,261.068202172288,0.0283943554993908,366.830374580976,0.0212821737923272,250.990212399813,0.0284775776421033,368.273317724987,0.0209701610879647,246.011924680384,0.0296283912343485,388.81845989553,0.0209812052418161,246.186441215431,0.00910822173948601,466.2425721432,0.00615106461044726,287.715353817526,0.00849892711854392,423.512703517598,0.00536111876560452,242.85232275573,0.00798607880686195,390.597017818124,0.00462640167699543,207.428607917673
Trenton NJ,-74.75,40.2,CEUS,0.13022253482036,369.984678986118,0.0946702934572467,242.279631109996,0.131559580666528,375.450384027784,0.094726046693493,242.486600642406,0.138517146416145,405.222777164607,0.0984171424778811,256.589568422401,0.0298967294604302,373.395479358464,0.0228296993193547,255.599737827602,0.0305287856695529,385.653294594046,0.0228731716017617,256.384559360589,0.0323441571791825,423.143610919748,0.0233760272817177,265.639866589927,0.0136719859984482,376.693565735112,0.00962157783471463,232.826195999006,0.0132527773770002,359.788096736969,0.00853485848713505,198.166641310271,0.0128173761532275,343.032375676611,0.00734875298335455,166.198565552415,0.00524916757473023,503.097298256879,0.00291830392598683,238.17171619127,0.00435744842049002,396.7771642386,0.00214424150931683,165.142643595392,0.00354380216617733,298.175487763274,0.00149977523207644,113.073576431774,0.183838874566376,364.3974509305,0.136680591594181,237.647213587038,0.186851475735662,373.329400495906,0.137264830878419,239.165176937721,0.198104341194687,408.672550125398,0.143477763576052,255.919812883386,0.0621144089945142,370.402929414625,0.0463673351999716,241.233288066404,0.0633048357872824,380.829589917519,0.046791515386438,244.541599415572,0.0673651759779068,418.651399962134,0.0490604648760372,263.023744776105,0.0264757168538508,378.284963165321,0.0197059809190956,249.149208948586,0.0266128044588492,380.913273434217,0.0194645964033539,245.05119688369,0.0273938682183102,396.24044742024,0.0194864644669616,245.419660097557,0.00895538023073411,482.384449616803,0.00614192677771118,293.139990033678,0.00837643366274634,436.943688860989,0.00537633378268179,245.878640508448,0.00788757564764459,401.923841005876,0.00465793169965493,208.484124682848
Albuquerque NM,-106.6,35.1,WUS,0.160342264664364,375.370526142699,0.117013053763671,240.688942915364,0.162321967114319,381.072141977746,0.117219438983099,241.223207905066,0.171078019396912,407.346656650052,0.121854992209003,253.540640920168,0.0456804851788307,375.663669146469,0.0340315636809634,248.251682786643,0.04663210509062,387.974310124244,0.034325305565719,251.716730742875,0.0494605704117464,426.998035961578,0.0357766184453603,268.569475867185,0.0206553697168466,394.946075743587,0.0144785496889094,241.237465558179,0.0207423316756691,397.484176370188,0.0141289396021575,232.798994478823,0.0211697497616829,410.198038616066,0.0137692981114804,224.426296425995,0.0075626913068185,521.898483866364,0.00486329100229021,292.618097173336,0.00680339861078916,457.02518917343,0.00402065573963945,232.837520207314,0.00610942215633067,395.933215031212,0.00325165406301017,180.220348928971,0.27200143816284,363.051191750842,0.202751046542756,236.694423846067,0.275859642709856,370.731804884819,0.203044568144008,237.202644259849,0.291582491267837,403.748783065572,0.211155501868203,251.686435745345,0.116849774725936,375.756141794105,0.0865564693303608,241.034925637343,0.119108495596471,388.403857003577,0.0871183717123105,243.028191764198,0.126427856934684,420.89328486688,0.0910105364412184,257.29507252782,0.0507736135483767,376.424584961145,0.0371581170772429,245.684188407293,0.0512309785912526,381.858544105671,0.0370530106508374,244.876300911965,0.0535183852764074,410.235355714172,0.0380886538204733,252.953907860578,0.0135198181912802,381.01067604417,0.0102306859872408,269.018312929894,0.013431495834999,377.466317562677,0.00976858094073025,256.180078059912,0.0136724337254441,387.213724052231,0.00945122203328924,245.881247178835
Artesia NM,-104.4,32.85,WUS,0.0314613304529456,381.400246847811,0.0237596310246453,249.384692691831,0.0320110174303837,390.249035412107,0.0236944396895306,248.453149148154,0.0335467315909176,416.073914477171,0.0239161781698389,251.635942708703,0.0160616321086028,371.862640543792,0.0120435663199442,237.277340033563,0.016196697354575,376.230690983095,0.0113770781884056,219.924188032225,0.0165148533459773,386.7238086472,0.0106449437856413,202.321024959892,0.00784934213595969,347.108718642698,0.00459973457407714,172.62928943297,0.00659051360952876,272.446651647076,0.00331650079675487,118.175815005971,0.00528558764022794,203.040746633543,0.00217584156421304,NaN,0.00242853194019295,335.1206813773,0.000954585669705346,NaN,0.00165901859680779,212.54800533672,0.00052577184140821,NaN,0.00106386788415265,NaN,0.000258803157909436,NaN,0.0509213620606265,369.040091800809,0.0381732516647053,240.075454282631,0.0518149750103999,378.32944775893,0.0384518589224059,242.639149218003,0.0553040856888987,416.893808992074,0.0398963367854451,256.376496385159,0.0385609105808418,367.703902197565,0.0287388869246956,235.232187969102,0.0390499916746427,374.535942969406,0.0287507046816885,235.368522725491,0.0409827137792533,402.799307727607,0.0298263120824696,248.113903254976,0.0195577327661311,378.991579340237,0.0136541247432274,232.675379750368,0.0193470930880898,373.072454052971,0.0129517908025823,217.469357697374,0.0194199522226538,375.109315817577,0.0121887290820472,202.072744735922,0.00663904972110574,473.816884629902,0.00403884877399492,252.712244689507,0.00587797979444174,399.334822296474,0.00326039192080422,198.500224035954,0.00515991711127177,336.305955465739,0.0025478673398325,154.312841522716
Las Cruces NM,-106.75,32.3,WUS,0.0476930327961795,396.014227612623,0.0327234368267171,257.137828890053,0.0478716451750081,397.390288313749,0.0328338984097115,258.005125631008,0.0497877667634194,412.456625711721,0.0338132807655773,265.823899935561,0.0248841779018634,396.030197384408,0.0177658724779444,250.644196615116,0.0250016854518361,398.221715037941,0.0175914337721248,247.708362203123,0.0256751691303037,411.018185425445,0.0175954554708215,247.775659282062,0.0122543438372091,379.812104612006,0.0079742566452168,221.205673849468,0.0114707193432945,350.599314306654,0.0066851841761424,180.697822109045,0.0105866878223125,320.31393288095,0.00534591414103599,139.322787575779,0.00451521743130187,454.459517545184,0.00226563517864113,203.346900485848,0.00362395606564703,344.471616292053,0.00157967702709743,140.857047671549,0.00282902949880774,262.999894848412,0.00103698946112623,NaN,0.0844207797697926,385.935111283191,0.0576678102638937,251.260678473196,0.084497959015144,386.325910643903,0.0578701819655716,252.305065087467,0.0880231216198529,404.603925330072,0.0602185575726175,264.746589924819,0.0624715491825473,375.646216944199,0.0448614307890026,243.978900240034,0.0629408841773823,379.242946787426,0.0448130042463007,243.636533212231,0.0658329997331003,402.179150617431,0.0464549852098023,255.517499464202,0.0313156629279113,378.0816092376,0.0225266778923251,253.245879438778,0.0311561891995971,375.492026655208,0.0220738483349006,246.510804635645,0.03201590204121,389.665331411358,0.0219468092933936,244.65369540549,0.0100587832100624,433.366907105506,0.00674680601980329,273.497700488694,0.00951233865689742,407.223270445407,0.00598126785014123,239.235820079057,0.00908144817680454,382.733760343504,0.0052646586977501,207.899332979832
