location,lat,lon,site_class,vs30,sds,sd1,sdsfr,sd1fr,frer_mps_0p00,frer_mps_0p01,frer_mps_0p02,frer_mps_0p03,frer_mps_0p05,frer_mps_0p07,frer_mps_0p10,frer_mps_0p15,frer_mps_0p20,frer_mps_0p25,frer_mps_0p30,frer_mps_0p40,frer_mps_0p50,frer_mps_0p75,frer_mps_1p00,frer_mps_1p50,frer_mps_2p00,frer_mps_3p00,frer_mps_4p00,frer_mps_5p00,frer_mps_7p50,frer_mps_10p00
"Irvine, CA",33.69,-117.83,C,530,1.02,0.44,0.698245531,0.266553002,0.321117892,0.322760292,0.326418739,0.352296694,0.438936184,0.5658223,0.663163272,0.763725053,0.775828368,0.741087564,0.690492427,0.588071043,0.50810025,0.360703959,0.266553002,0.168246615,0.119305076,0.073474421,0.051989925,0.039591405,0.025175719,0.017540003
